Future Opportunity,multilayer film,FALSE,6d8875f3-a1e7-4b6b-844d-4bd72fd26844,FALSE,,REMADE (Final),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,Acetone,FALSE,8b7ae037-2f38-418d-af69-6480cee2f5fe,FALSE,,REMADE,,,,,58,,,,,,,-2.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benzene, at plant","Benzene, at plant",FALSE,db548272-c05b-39c4-926e-ba9e10a29195,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,-78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bituminous coal, at mine","Bituminous coal, at mine",FALSE,55b4aeab-0576-3a9b-b476-b561197ec3f2,FALSE,RNA,"21: Mining, Quarrying, and Oil and Gas Extraction",2121: Coal Mining,,,,,,1,-1,,,,,,,,,,,,,,-0.44186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bituminous coal, combusted in industrial boiler","Bituminous coal, combusted in industrial boiler",FALSE,73cd1596-214d-3403-87f1-f69fc3818886,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,-0.000431,1,,,,,,,,,,,,,,,,,,,,,,-22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0274,,,,,,,,,,,,,,
Bracket Supply Chain,Bracket,FALSE,a73cf632-840f-461d-b56b-7a9781ab8fa0,FALSE,,REMADE,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crude oil, at production","Crude oil, at production",FALSE,efeff2cc-8166-3237-b6a5-5fbf2cb1ffe1,FALSE,RNA,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,,,,0.7404,,,,,,,,,,,,,,,,,
"Crude oil, extracted","Crude oil, extracted",FALSE,67d71d59-8951-30d6-a5c8-2ddbe3cc92de,FALSE,RNA,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222843463,-0.429085699,-0.027091573,-0.052451729,-0.049803681,,,,,,,,,,,,,,,,,,,,,,
Diacetone Alcohol,Diacetone Alcohol,FALSE,6104690a-3cb6-4c43-a471-97d7feb6802a,FALSE,,REMADE,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.112,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diesel, combusted in industrial boiler","Diesel, combusted in industrial boiler",FALSE,e04995fa-935b-316c-b112-5b436c8ea3d6,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,-0.0000088,,,-0.00000125,,,0.001,,,,,,,,,,,,,,,,,-0.0206,,,,,,,-0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diesel, combusted in industrial equipment","Diesel, combusted in industrial equipment",FALSE,d815ff18-015c-3afb-be18-be03bdf325da,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,-3.34E-06,,,,,-1.29E-06,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000000332,,-0.000000332,,,,,,,,,,,,,,,,,,,,-1.60E-08,,,,,,,,,,,,,,,,
downcycling (allocation)-s1 (heat pretreatment),multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
downcycling (allocation)-s2 (1/3 discard),multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
downcycling (system expansion)-s1 (heat pretreatment),multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
downcycling (system expansion)-s2 (1/3 discard),multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, at cogen, for natural gas turbine","Electricity, at cogen, for natural gas turbine",FALSE,ed1981de-52d1-366c-b629-4abfe56fffd3,FALSE,PY,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,-0.03452381,,,,,,,,,,,,,3.6,,,,,,,,,-0.3168,-0.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3888,-0.504,-0.0828,,-0.152363882,,,,,,,,,,,,,,,,
"Electricity, at Grid, SERC, 2010","Electricity, at grid",FALSE,06581fb2-1de0-3e78-8298-f37605dea142,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,-3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, at Grid, US, 2010","Electricity, at grid",FALSE,06581fb2-1de0-3e78-8298-f37605dea142,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,-0.057301587,-0.13932,,-3.35,-0.1404,-0.140427939,,,,-0.408,-0.408,-1,-1,,,3.6,,,,,,,-0.54,-0.1008,-14688,,,-1.1376,2.048,,,-0.19188,,,-13090.1,-14.78404,-1,,-0.16632,,,,,-0.16632,,-0.03848,,-0.0385,,,,,,,-0.496825397,,,-0.112723693,-0.217049779,-0.013704069,-0.026532313,-0.025192818,-15.79,-0.5436,-0.576,-0.1116,,-0.417493248,,,-0.648,-1,,,,,,,,,-0.05364,,,
"Electricity, bituminous coal, at power plant","Electricity, bituminous coal, at power plant",FALSE,737e3efb-29d4-3b9d-8d78-6269508c1f59,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,,,,-1.729917,-1.481238,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, diesel, at power plant","Electricity, diesel, at power plant",FALSE,1e68baef-0ed7-37bb-9919-61963f9fbd08,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,,,,-0.0162864,-0.0448128,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, lignite coal, at power plant","Electricity, lignite coal, at power plant",FALSE,a9f6971f-58a0-30b0-af5c-a36d11fe487f,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,,,,-0.011034,-0.0684036,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, natural gas, at power plant","Electricity, natural gas, at power plant",FALSE,6cb3e4a8-d7e0-3566-ae66-8022182af846,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,,,,-0.683298,-0.8805276,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, nuclear, at power plant","Electricity, nuclear, at power plant",FALSE,9e321869-bd1f-3c93-8528-8f198de2fa2b,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,,,,-0.8944542,-0.7134696,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, residual fuel oil, at power plant","Electricity, residual fuel oil, at power plant",FALSE,f7d232cc-70aa-3669-a4e4-d1083d248e69,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,,,,-0.0034236,-0.0127152,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ethylene glycol, materials production, organic compound, at plant, kg","Ethylene glycol, at plant, kg",FALSE,a5c7d642-4e3a-40af-a919-a2f7601340b0,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,-1,,,,,,,,,,,,
"Ethylene, materials production, organic compound, at plant, kg","Ethylene, at plant, kg",FALSE,ec1bf0d1-ff71-4960-aa0f-9fc87c14f972,FALSE,US,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.999284,,,,,,,,,,,,,,,,,,,,
