,,,,,,Process name,V0.2-Current Opportunity,Downcycling (Allocation) - s1 (heat pretreatment),Downcycling (Allocation) - s2 (1/3 discard),Downcycling (System Expansion) - s1 (heat pretreatment),Incineration (with recovery - film) - SI units,Incineration (with recovery -bracket) - SI units,Landfill (brackets) - SI units,Landfill (film) - SI units,"market for electricity, for reuse in municipal waste incineration only | electricity, for reuse in municipal waste incineration only | APOS, S","market for maleic anhydride | maleic anhydride | APOS, S","market for nylon 6 | nylon 6 | APOS, S","market for polyethylene, linear low density, granulate | polyethylene, linear low density, granulate | APOS, S","market for polypropylene, granulate | polypropylene, granulate | APOS, S","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | APOS, S","market group for electricity, medium voltage | electricity, medium voltage | APOS, S","market group for heat, district or industrial, natural gas | heat, district or industrial, natural gas | APOS, S",multilayer film production - SI units
,,,,,,Product name,multilayer film,multilayer film waste,multilayer film waste,multilayer film waste,multilayer film waste,Bracket Waste,Bracket Waste,multilayer film waste,"electricity, for reuse in municipal waste incineration only",maleic anhydride,nylon 6,"polyethylene, linear low density, granulate","polypropylene, granulate","transport, freight, lorry 7.5-16 metric ton, EURO6","electricity, medium voltage","heat, district or industrial, natural gas",multilayer film
,,,,,,Multi-Output process,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
,,,,,,UUID,3a017a81-50f7-4a19-b71c-106d1b57115e,36e9153c-f08a-4edf-8aae-80eef6f20e3d,36e9153c-f08a-4edf-8aae-80eef6f20e3d,36e9153c-f08a-4edf-8aae-80eef6f20e3d,36e9153c-f08a-4edf-8aae-80eef6f20e3d,bea25bec-19b3-45e7-8207-196c8faf79e6,bea25bec-19b3-45e7-8207-196c8faf79e6,36e9153c-f08a-4edf-8aae-80eef6f20e3d,637ee275-a239-4dcb-b084-abfa110dd65b,4c2b6470-79f6-40e4-b6c0-08a769c9ab04,d16b5d3f-b5e4-45b6-9a04-23cde05220c0,ff4734a5-a4a6-4960-bfbd-febae7a64f65,66ca2f38-5e51-4546-83c0-d7cef0c55c7c,73585052-b3e9-4cde-832d-2db3272d2ae5,759b89bd-3aa6-42ad-b767-5bb9ef5d331d,1125e767-7b5d-442e-81d6-9b0d3e1919ac,3a017a81-50f7-4a19-b71c-106d1b57115e
,,,,,,Infrastructure product,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
,,,,,,Process location,,,,,,,,,RoW,GLO,RoW,GLO,GLO,RoW,US,GLO,
,,,,,,Process category,Z4: V0.2-REMADE,Z2: REMADE,Z2: REMADE,Z2: REMADE,Z2: REMADE,Z2: REMADE,Z2: REMADE,Z2: REMADE,382:Waste treatment and disposal,"201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics","201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics","201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics","201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics",492:Other land transport,"351:Electric power generation, transmission and distribution",353:Steam and air conditioning supply,Z2: REMADE
,,,,,,Process sub category,,,,,,,,,3821:Treatment and disposal of non-hazardous waste,2011:Manufacture of basic chemicals,2013:Manufacture of plastics and synthetic rubber in primary forms,2013:Manufacture of plastics and synthetic rubber in primary forms,2013:Manufacture of plastics and synthetic rubber in primary forms,4923:Freight transport by road,"3510:Electric power generation, transmission and distribution",3530:Steam and air conditioning supply,
,,,,,,Product/Service unit,,,,,,,,,,,,,,,,,
UUID,Category,Sub category,Elementary flowname,Elementary flow location,Unit,,,,,,,,,,,,,,,,,,
5b7d620e-2238-5ec9-888a-6999218b6974,Emission to water,unspecified,"1,3-Dioxolan-2-one",,kg,,,,,,,,,,1.881E-06,6.00836E-09,4.46987E-10,5.28708E-07,4.70737E-08,1.16236E-09,7.29942E-09,3.47213E-11,
