solvent_input,solvent_electricity,process_efficiency,total_cost_USD,total_eol_cost_USD,cycles
809.8601584159841,0.35010909231959036,0.9370848878584834,2367.2195748765616,1784.6095360781471,4
4902.480101100817,0.24872604094404488,0.9165690688624909,10051.605117928273,9532.127955636332,6
3022.0054885135437,0.26378642129956786,0.8538331242867756,6913.653685042243,6371.540755381498,9
4393.1983316403,0.25051373730348575,0.9243801797078042,7777.141746794474,6818.353277119048,1
3783.9774411767908,0.33445965236138037,0.8734366557951162,8026.3262716121035,7390.685495724616,4
1896.7971410304924,0.28161973048561856,0.9124346906714575,4479.687850882752,4012.562096851785,9
4315.572858466645,0.3253730177214999,0.8673469896646303,9374.818742440266,8839.012356172314,8
3328.8759493508296,0.32513715927460735,0.9312435364522075,7124.679249333979,6665.780313089423,8
1105.0899253495568,0.18445508909630356,0.885241267539957,2994.773377696714,2305.1373893638483,3
2663.698864244971,0.18087029273728247,0.8515249155123412,5517.539637397338,4536.025554932159,1
1045.7649819876506,0.27369543620546616,0.8428522014096915,3002.084601792654,2378.2905190455695,5
3642.4995192895067,0.2553284983515306,0.8190687464077525,7287.641135599315,6295.6524923743755,1
1200.276241687846,0.3215684968027511,0.825962726629399,3357.912321713031,2741.9105124967355,6
2134.0235437270353,0.2972258416365275,0.8827082995303791,4748.491999914584,3955.854631742486,2
3425.629938383878,0.2845483511226571,0.9201428033326466,7104.738610393857,6508.26854940102,4
3706.606542314846,0.20135570316808143,0.9015552675561749,7815.291975289229,7248.333483667166,5
1682.6058321220075,0.32976750109141206,0.8008277106301628,4388.306333883325,3722.6404063211885,5
2625.5161509945115,0.33347290180126493,0.8608232361411666,5834.871091583877,5127.775737083963,3
524.6930385301913,0.316859318535316,0.8289151291724317,2053.0310051327933,1322.6927430652877,3
3511.679569347414,0.2204670794388398,0.9404320826534279,6777.338665092612,6015.2241234738985,2
4524.173841919969,0.26672367823986665,0.916656441446079,9417.09268680521,8922.322509954518,7
2380.7427700037806,0.3373240662339977,0.9478078935346232,5042.653353523486,4396.3833792649675,3
480.5002723068309,0.21932928209663446,0.8785657294912467,2012.3340590908065,1039.379394468744,1
2902.532672003272,0.32076178241895853,0.9419181739687765,6271.882333889919,5825.466436036855,8
1451.7381514399096,0.2630200282467395,0.8905499881483016,3604.815696561463,2918.9367613532672,3
3677.4642172789586,0.2836572155746707,0.8388500781210242,7217.041815526741,6231.463624091924,1
2865.01518339349,0.24388408898194325,0.806522770530967,6811.729703512572,6200.719358893945,8
252.78301408991754,0.2608525762126442,0.8726936668862582,1379.9033418531499,850.6447975177567,8
2871.068105697471,0.1898296927391793,0.8358991930053544,6232.630939414767,5414.365240033344,2
2723.256475091316,0.1779631616657052,0.8412410714003471,5942.977883047827,5127.676443811627,2
539.0042845557293,0.3428699861937189,0.8359300534536283,2020.0893542631704,1432.7994894347137,7
2811.3020367255685,0.18635352835658767,0.8647895951651943,6440.103538545347,5912.142760753773,9
2527.248920116285,0.25182748411193806,0.8404867450979617,5743.9109342563315,5022.056465778749,3
4730.251340949922,0.23874580258333977,0.8195852224502802,10000.065012531524,9262.842337090557,3
942.5593093173121,0.3407669059933614,0.9176418408076703,2635.6123360534702,2141.94142245536,7
658.6707781977324,0.2584343655461463,0.8354510167846548,2248.217623011383,1682.297545491801,9
806.6233994391058,0.3366181382660203,0.9152954881002385,2387.1911218078176,1866.3982113082006,6
1136.7270831223302,0.3141876666532522,0.8067538256123338,3257.668696621213,2510.9149915347202,3
2872.3360516877387,0.17973149806280564,0.8816167443341166,6004.53790441778,5211.311829798243,2
763.5489636610106,0.2443400998910922,0.866952950076153,2389.401192770354,1864.2298694156973,9
1374.7590378561863,0.1791178767483294,0.818922482425579,3626.1407207024495,2798.3871582303586,2
4223.005383790642,0.24307914874167452,0.8647334816890808,8896.703466727027,8253.617157053106,4
348.4214020504665,0.2485326557045188,0.8211654513649767,1777.7914340361135,951.2972723418458,2
4958.099543300996,0.23487895655454283,0.8424289666893495,9248.944298112508,8264.517061323128,1
2999.5677599755127,0.2635826862896438,0.9010498788739468,6130.878384328215,5348.069215834454,2
787.8132957769291,0.25577633262999383,0.9292368519480309,2319.600185294205,1813.1322923770856,6
1958.1429911551827,0.24780527780165615,0.8788634794360913,4602.418647673761,3971.398113750419,4
2337.4546813436714,0.35348968831361677,0.8710503196346451,4928.231414222152,3952.9128605545625,1
4763.138180933549,0.294465311879073,0.9127632390531913,9564.445542802365,8961.878548804141,4
896.9181334913716,0.35147906017036995,0.8945198559390163,2622.014779864148,1835.720385125783,2
1783.873624811599,0.27601819919847803,0.896139062219915,4108.259550487856,3322.830791106087,2
2731.9369889709264,0.28572560479020015,0.9260575241166181,6012.311608282666,5547.3035282256305,8
3219.6376026620064,0.34087953083979133,0.9103733565165993,6980.595901600805,6478.795793585126,7
3188.9232255061897,0.2188739791131889,0.8475768075291797,6377.3723021576325,5394.595881817234,1
3532.028475819513,0.26049324009689,0.8521624795927044,7913.18370752575,7358.705564028878,8
4000.160971791574,0.31813963451401966,0.9205463470462859,8343.01420467106,7827.636922252549,6
3743.1229299102733,0.2869898150903757,0.8932080652082817,8065.387009445801,7544.208272398011,7
913.8871136342577,0.30581076064929585,0.9166331295265056,2606.438670157022,1831.8847905254197,2
3258.717298864385,0.2718811180617738,0.8750189445346158,7280.308764246794,6765.520541281976,9
87.89296082218154,0.23196635177070063,0.8877158292851388,1048.1654627191567,520.7367787735561,7
802.9480931686095,0.20474743713447177,0.9017844422512944,2395.18533827427,1883.7193008196946,7
2891.3234408925873,0.29855810798671745,0.9045129516583684,5635.343954416504,4670.463357292187,1
4247.250080463743,0.3467490767650548,0.8618024076191569,9089.308268412657,8484.098551617888,5
718.7365471024616,0.32298563507364,0.9138937080103633,2261.634872291869,1592.1082994692877,3
3839.628714248135,0.22326041591422935,0.8038619336402738,8677.050155048642,8014.433710228084,5
2441.6822956434744,0.3211969451707932,0.8580583839823566,5711.420020521659,5149.8886958357925,7
3669.6718623588004,0.23921373453965375,0.8639721003104477,7714.461907034773,7009.634301111306,3
830.4231277781423,0.32250504186221607,0.9309999092972828,2413.640114913985,1826.0743757493972,4
744.7451916218508,0.20470655547220054,0.8640296964348066,2355.8972311523107,1826.9562090803477,9
877.798741144405,0.2491585886648048,0.8052974125239278,2766.279185521201,1769.778265428416,1
3857.570674048577,0.3474828678477864,0.8686882157366718,7775.269861622608,6975.038588424557,2
2580.5892665361307,0.3410997193369102,0.8525114944890906,5389.203628980908,4408.004481481928,1
1697.7239617784708,0.30213039548848825,0.8287144809840208,4249.183218793887,3518.6973125530694,3
570.4614597444199,0.2708976918998047,0.8383382272748776,2079.362860721602,1476.832618135896,6
3221.9507044506577,0.335175825764746,0.8460568610576538,7306.192934832957,6730.718609159453,7
1857.5591400341475,0.29677551121270207,0.9485066006651998,4145.2374417662095,3499.44024984298,3
4115.078226831401,0.22401138025884407,0.9021991037216448,8723.021242023444,8212.023298049187,7
4581.727422546229,0.2563344539593472,0.8337145494722158,8714.205467386972,7726.971003124577,1
290.87348807971557,0.2720938700799673,0.8598103746113054,1573.8089374712144,865.9831309571607,3
4191.9524119893995,0.32422147617020897,0.9397478048018895,8497.002353448219,7965.707409386378,5
1455.3608664204464,0.3562467048472166,0.8130027848984137,3712.956250923163,2718.9850973692082,1
3067.738685130969,0.24718254282603327,0.8455944001928588,6531.460459240196,5718.567208358207,2
4750.699503180908,0.263538689509063,0.8537939858712447,10318.314998634078,9765.847826452971,8
2821.0669274744696,0.3307295677263411,0.9231983001734333,6218.863931921134,5765.244031761313,9
1779.4113355848915,0.28871797877286814,0.8993754709761594,4258.334002276393,3720.979259284046,6
3813.203620281074,0.30441105113374417,0.829783859813289,8572.57509751343,7978.094835606711,7
3614.631989700638,0.23648018925528397,0.9209235776988784,7541.457731213364,6992.728549182122,5
467.6451409987456,0.3303600843177867,0.8807483600414726,1785.5560504594084,1278.1243241061236,9
4391.669089567807,0.2935623599193064,0.9374972833137469,9144.072978416298,8708.212727468737,9
1158.8807599515487,0.28359022675490336,0.909265375632968,3003.503032274538,2040.086762099987,1
3859.347390464068,0.3451037545676781,0.8034332672216171,8792.109859616874,8151.426058609336,6
793.7239413043301,0.24599205025917545,0.8372201621849341,2520.1402660262097,1916.395823663504,6
736.8761693624086,0.31364755120440346,0.9154464564763837,2254.724848494213,1734.0879779121324,6
2612.2089131372118,0.23992511149983523,0.862747295637665,5887.3733116369,5242.58173301121,4
4869.200383714097,0.25976035412688925,0.8233534330629998,9268.74751757111,8278.154459609143,1
4367.779644557146,0.2382946719284388,0.9350260251760236,8202.51088262989,7437.588524756041,2
1120.0962381757479,0.24324282953161241,0.8452113650847459,3142.69076272885,2547.611099976773,6
3497.368402228157,0.18756314127409096,0.8724396340670486,7731.416012107207,7201.846718477505,8
4645.750357415673,0.21603491475447203,0.9398419331188037,9420.824729343269,8925.134528274702,6
303.330021320615,0.195380576319551,0.8779627573453243,1531.8161514706208,900.029974920658,4
3173.601956611912,0.2752159633381799,0.9408767823562326,6229.1662426867015,5467.282203942188,2
1418.7228324588777,0.2826752329761893,0.8937055160696036,3579.1907499854506,3004.7646699519096,5
4831.630816081205,0.25859145479559154,0.9472934963345702,9919.310015753623,9495.482260762547,9
849.1291556503006,0.3007448661202526,0.8848449861246405,2523.7863631379414,2009.3470229179206,8
3725.9308978517747,0.23822601665787752,0.915818468112171,7851.080043633256,7330.827598045024,6
2274.7707507028317,0.2616505928795502,0.8902493430414639,5072.419546799335,4386.328216095294,3
1254.1195222834451,0.23923249452214365,0.8863707047614181,3303.452373049743,2790.8670650453346,8
4737.155192332638,0.3468459056391504,0.8712278682414354,9271.853336007065,8473.002874654569,2
493.3876202617266,0.3451427069368954,0.8972421474820117,1812.7965125169512,1313.3741335774787,8
333.3551570407794,0.34295636153362236,0.8414045949339775,1589.237002338993,1031.0333263160617,9
4517.344342347936,0.22331996281340258,0.9468818188020661,7817.208587426162,6865.227818549793,1
669.5246564349131,0.2857197317456053,0.876790743029565,2189.5459635202005,1665.2941069106378,8
2763.4772683509505,0.2511668757664207,0.8590313794461042,6301.421953138337,5721.247530664315,6
4467.291831252885,0.24840160128795405,0.8422899498988607,9327.767755255689,8607.229777423952,3
3015.2959582314998,0.27296925364144914,0.878860685530961,6762.5543704160345,6240.828227940783,8
624.7651203639889,0.18723073893913503,0.8190767169789551,2319.4351215550455,1327.4490781127224,1
2445.0164076578903,0.2761861979652746,0.8581777671612133,5146.030311822334,4166.636040941503,1
3475.2355280747975,0.2741775276910514,0.891831240027928,7345.257570547326,6725.205866763253,4
493.3480587261383,0.34047507448493675,0.8386184583765806,2086.6441696235543,1100.9913975775103,1
3424.8549269236983,0.20195243350561684,0.8222700840466892,7881.064813423899,7298.05453893234,9
4320.10397323763,0.34551556098412256,0.837176344745452,9538.036803622945,8952.203287301109,7
