Future Opportunity,multilayer film consumption,FALSE,75f0f0f0-3484-4232-949f-507395477e50,FALSE,,Z2: MOO Paper,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,Acetone,FALSE,8b7ae037-2f38-418d-af69-6480cee2f5fe,FALSE,,REMADE,,,,,58,,,,,,-2.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benzene, at plant","Benzene, at plant",FALSE,db548272-c05b-39c4-926e-ba9e10a29195,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,-78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bituminous coal, at mine","Bituminous coal, at mine",FALSE,55b4aeab-0576-3a9b-b476-b561197ec3f2,FALSE,RNA,"21: Mining, Quarrying, and Oil and Gas Extraction",2121: Coal Mining,,,,,,1,-1,,,,,,,,,,,-0.44186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bituminous coal, combusted in industrial boiler","Bituminous coal, combusted in industrial boiler",FALSE,73cd1596-214d-3403-87f1-f69fc3818886,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,-0.00043,1,,,,,,,,,,,,,,,,,,,-22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crude oil, at production","Crude oil, at production",FALSE,efeff2cc-8166-3237-b6a5-5fbf2cb1ffe1,FALSE,RNA,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,,,,,,,,,,,,,,,,,,,,
"Crude oil, extracted","Crude oil, extracted",FALSE,67d71d59-8951-30d6-a5c8-2ddbe3cc92de,FALSE,RNA,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22284,-0.42909,-0.02709,-0.05245,-0.0498,,,,,,,,,,,,,,,,,,,,,
Diacetone Alcohol,Diacetone Alcohol,FALSE,6104690a-3cb6-4c43-a471-97d7feb6802a,FALSE,,REMADE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,-1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diesel, combusted in industrial boiler","Diesel, combusted in industrial boiler",FALSE,e04995fa-935b-316c-b112-5b436c8ea3d6,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,-8.80E-06,,-1.30E-06,,,0.001,,,,,,,,,,,,,,,-0.0206,,,,,,-1.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diesel, combusted in industrial equipment","Diesel, combusted in industrial equipment",FALSE,d815ff18-015c-3afb-be18-be03bdf325da,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,-3.30E-06,,,,-1.30E-06,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.30E-07,,-3.30E-07,,,,,,,,,,,,,,,,,,,-1.60E-08,,,,,,,,,,,,,,,,
Alternatives for treating multilayer waste,multilayer film waste,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,
"Electricity, at cogen, for natural gas turbine","Electricity, at cogen, for natural gas turbine",FALSE,ed1981de-52d1-366c-b629-4abfe56fffd3,FALSE,PY,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,-0.03452,,,,,,,,,,3.6,,,,,,,,,-0.3168,-0.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3888,-0.0828,,-0.15236,,,,,,,,,,,,,,,,
"Electricity, at Grid, SERC, 2010","Electricity, at grid",FALSE,06581fb2-1de0-3e78-8298-f37605dea142,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,-3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, at Grid, US, 2010","Electricity, at grid",FALSE,06581fb2-1de0-3e78-8298-f37605dea142,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,-0.0573,-0.13932,,-0.1404,-0.14043,,,,-0.408,-0.408,,,3.6,,,,,,,-0.54,-0.1008,-14688,,,-1.1376,-0.252,,-0.19188,,,-14.784,,-0.16632,,,,,-0.16632,,-0.03848,,-0.0385,,,,,,,-0.49683,,,-0.11272,-0.21705,-0.0137,-0.02653,-0.02519,-15.79,-0.5436,-0.1116,,-0.41749,,-0.648,,,,,,,,,,,,-0.05364,,
"Electricity, bituminous coal, at power plant","Electricity, bituminous coal, at power plant",FALSE,737e3efb-29d4-3b9d-8d78-6269508c1f59,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-1.72992,-1.48124,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, diesel, at power plant","Electricity, diesel, at power plant",FALSE,1e68baef-0ed7-37bb-9919-61963f9fbd08,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.01629,-0.04481,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, lignite coal, at power plant","Electricity, lignite coal, at power plant",FALSE,a9f6971f-58a0-30b0-af5c-a36d11fe487f,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.01103,-0.0684,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, natural gas, at power plant","Electricity, natural gas, at power plant",FALSE,6cb3e4a8-d7e0-3566-ae66-8022182af846,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.6833,-0.88053,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, nuclear, at power plant","Electricity, nuclear, at power plant",FALSE,9e321869-bd1f-3c93-8528-8f198de2fa2b,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.89445,-0.71347,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, residual fuel oil, at power plant","Electricity, residual fuel oil, at power plant",FALSE,f7d232cc-70aa-3669-a4e4-d1083d248e69,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.00342,-0.01272,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ethylene glycol, materials production, organic compound, at plant, kg","Ethylene glycol, at plant, kg",FALSE,a5c7d642-4e3a-40af-a919-a2f7601340b0,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,,,,,,,,,,,,,,
"Ethylene, materials production, organic compound, at plant, kg","Ethylene, at plant, kg",FALSE,ec1bf0d1-ff71-4960-aa0f-9fc87c14f972,FALSE,US,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,-0.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99928,,,,,,,,,,,,,,,,,,,
"Fuel grade uranium, at regional storage","Fuel grade uranium, at regional storage",FALSE,64e4081e-3bbf-3576-ad3e-d760aa93c187,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,-3.00E-06,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gasoline, combusted in equipment","Gasoline, combusted in equipment",FALSE,bc38e349-1ccf-3855-a615-a4f581ab875b,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,-8.40E-07,,-6.80E-07,-6.80E-07,,,,,,,,,,,,,,,,,,0.001,,,,,-1.40E-06,,,,,,,-3.40E-08,,,,,,,,,,,,,,,,,,,,,,,,,,-1.80E-08,,,,,,,,,,,,,,,,
"heat from Natural gas, processed, for energy use, at plant","heat, from natural gas",FALSE,48302c54-8a69-4626-a0a2-51e2a20e0be9,FALSE,,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,-41,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00351,,,,,,,,,,,,,,
"Hydrogen, liquid, synthesis gas, at plant","Hydrogen, liquid, synthesis gas, at plant",FALSE,3a8cda88-d05e-3a52-82ff-e7aa2caefd0d,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00045,,,,,,,,,,,,,,,,,,,
"Lignite coal, at surface mine","Lignite coal, at surface mine",FALSE,90247271-0884-3a25-af40-be7abccb922c,FALSE,RNA,"21: Mining, Quarrying, and Oil and Gas Extraction",2121: Coal Mining,,,,,,,,,,,,,,,,,,,,-0.78206,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lignite coal, combusted in industrial boiler","Lignite coal, combusted in industrial boiler",FALSE,eb6394c1-0d19-3be3-99ab-ec572dec9926,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00036,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liquefied petroleum gas, combusted in industrial boiler","Liquefied petroleum gas, combusted in industrial boiler",FALSE,f77da622-e84d-3639-8917-fcf792aaee13,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,-2.50E-07,-4.80E-07,-3.10E-08,-5.90E-08,-5.60E-08,,,,,,,,,,,,,,,,,,,,,
Alternatives for multilayer film,multilayer film,FALSE,6d8875f3-a1e7-4b6b-844d-4bd72fd26844,FALSE,,REMADE,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
